,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,instance
20,1948.0,3730.0,1376.0,1492.0,1376.0,6136.0,3956.0,2744.0,3730.0,1376.0,5516.0,5516.0,2744.0,3126.0,2376.0,1948.0,1376.0,2644.0,1010.0,2376.0,0
21,2214.0,4253.333333333334,1561.3333333333335,1692.6666666666665,1561.3333333333335,6998.0,4511.333333333334,3125.333333333333,4253.333333333334,1561.3333333333335,6288.0,6288.0,3125.333333333333,3561.333333333333,2701.333333333333,2214.0,1561.3333333333335,3008.666666666667,1143.3333333333335,2701.333333333333,0
22,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,1
23,0.0,1.0,2.0,3.0,8.0,4.0,9.0,6.0,15.0,7.0,14.0,11.0,13.0,10.0,12.0,5.0,16.0,18.0,17.0,19.0,1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,36.0,24.0,28.0,12.0,72.0,24.0,68.0,28.0,32.0,16.0,40.0,16.0,40.0,32.0,16.0,12.0,36.0,32.0,28.0,28.0,1
26,72.0,48.0,56.0,24.0,144.0,48.0,136.0,56.0,64.0,32.0,80.0,32.0,80.0,64.0,32.0,24.0,72.0,64.0,56.0,56.0,1
27,135.0,86.0,107.0,45.0,261.0,86.0,243.0,106.0,122.0,61.0,152.0,60.0,152.0,122.0,61.0,45.0,135.0,120.0,102.0,107.0,1
28,225.0,138.0,181.0,75.0,423.0,138.0,389.0,178.0,206.0,103.0,256.0,100.0,256.0,206.0,103.0,75.0,225.0,200.0,166.0,181.0,1
29,315.0,190.0,255.0,105.0,585.0,190.0,535.0,250.0,290.0,145.0,360.0,140.0,360.0,290.0,145.0,105.0,315.0,280.0,230.0,255.0,1
30,405.0,242.0,329.0,135.0,747.0,242.0,681.0,322.0,374.0,187.0,464.0,180.0,464.0,374.0,187.0,135.0,405.0,360.0,294.0,329.0,1
31,495.0,294.0,403.0,165.0,909.0,294.0,827.0,394.0,458.0,229.0,568.0,220.0,568.0,458.0,229.0,165.0,495.0,440.0,358.0,403.0,1
32,633.3333333333334,375.3333333333333,517.3333333333334,208.66666666666666,1160.6666666666667,375.3333333333333,1053.3333333333333,504.6666666666667,588.0,292.6666666666667,731.3333333333334,278.6666666666667,731.3333333333334,588.0,292.6666666666667,208.66666666666666,633.3333333333334,564.0,457.3333333333333,517.3333333333334,1
33,820.0,486.0,672.0,266.0,1502.0,486.0,1360.0,654.0,764.0,378.0,954.0,356.0,954.0,764.0,378.0,266.0,820.0,732.0,592.0,672.0,1
34,1006.6666666666667,596.6666666666667,826.6666666666667,323.33333333333337,1843.3333333333335,596.6666666666667,1666.6666666666665,803.3333333333333,940.0,463.33333333333337,1176.6666666666665,433.33333333333337,1176.6666666666665,940.0,463.33333333333337,323.33333333333337,1006.6666666666667,900.0,726.6666666666667,826.6666666666667,1
35,1193.3333333333335,707.3333333333333,981.3333333333334,380.66666666666663,2184.666666666667,707.3333333333333,1973.3333333333333,952.6666666666666,1116.0,548.6666666666667,1399.3333333333335,510.6666666666667,1399.3333333333335,1116.0,548.6666666666667,380.66666666666663,1193.3333333333335,1068.0,861.3333333333333,981.3333333333334,1
36,1380.0,818.0,1136.0,438.0,2526.0,818.0,2280.0,1102.0,1292.0,634.0,1622.0,588.0,1622.0,1292.0,634.0,438.0,1380.0,1236.0,996.0,1136.0,1
37,1566.6666666666667,928.6666666666666,1290.6666666666665,495.3333333333333,2867.333333333333,928.6666666666666,2586.666666666667,1251.3333333333335,1468.0,719.3333333333333,1844.6666666666667,665.3333333333333,1844.6666666666667,1468.0,719.3333333333333,495.3333333333333,1566.6666666666667,1404.0,1130.6666666666665,1290.6666666666665,1
38,1753.3333333333333,1039.3333333333335,1445.3333333333335,552.6666666666667,3208.6666666666665,1039.3333333333335,2893.333333333333,1400.6666666666665,1644.0,804.6666666666666,2067.333333333333,742.6666666666667,2067.333333333333,1644.0,804.6666666666666,552.6666666666667,1753.3333333333333,1572.0,1265.3333333333335,1445.3333333333335,1
39,1940.0,1150.0,1600.0,610.0,3550.0,1150.0,3200.0,1550.0,1820.0,890.0,2290.0,820.0,2290.0,1820.0,890.0,610.0,1940.0,1740.0,1400.0,1600.0,1
40,2401.3333333333335,1416.0,1981.3333333333333,743.3333333333334,4412.0,1416.0,3972.0,1914.6666666666667,2255.3333333333335,1090.6666666666667,2845.3333333333335,1005.3333333333334,2845.3333333333335,2255.3333333333335,1090.6666666666667,743.3333333333334,2401.3333333333335,2152.6666666666665,1725.3333333333333,1981.3333333333333,1
41,2862.6666666666665,1682.0,2362.6666666666665,876.6666666666667,5274.0,1682.0,4744.0,2279.3333333333335,2690.6666666666665,1291.3333333333333,3400.666666666667,1190.6666666666667,3400.666666666667,2690.6666666666665,1291.3333333333333,876.6666666666667,2862.6666666666665,2565.3333333333335,2050.6666666666665,2362.6666666666665,1
42,3324.0,1948.0,2744.0,1010.0,6136.0,1948.0,5516.0,2644.0,3126.0,1492.0,3956.0,1376.0,3956.0,3126.0,1492.0,1010.0,3324.0,2978.0,2376.0,2744.0,1
43,3785.333333333333,2214.0,3125.333333333333,1143.3333333333335,6998.0,2214.0,6288.0,3008.666666666667,3561.333333333333,1692.6666666666665,4511.333333333334,1561.3333333333335,4511.333333333334,3561.333333333333,1692.6666666666665,1143.3333333333335,3785.333333333333,3390.666666666667,2701.333333333333,3125.333333333333,1
44,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,2
45,0.0,1.0,2.0,3.0,4.0,6.0,10.0,8.0,15.0,9.0,5.0,16.0,12.0,17.0,14.0,7.0,18.0,13.0,11.0,19.0,2
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
47,68.0,16.0,28.0,16.0,32.0,72.0,68.0,28.0,36.0,36.0,16.0,72.0,24.0,72.0,72.0,16.0,36.0,72.0,32.0,68.0,2
48,136.0,32.0,56.0,32.0,64.0,144.0,136.0,56.0,72.0,72.0,32.0,144.0,48.0,144.0,144.0,32.0,72.0,144.0,64.0,136.0,2
49,243.0,61.0,106.0,60.0,122.0,261.0,243.0,102.0,135.0,135.0,60.0,261.0,86.0,261.0,261.0,60.0,135.0,261.0,122.0,243.0,2
50,389.0,103.0,178.0,100.0,206.0,423.0,389.0,166.0,225.0,225.0,100.0,423.0,138.0,423.0,423.0,100.0,225.0,423.0,206.0,389.0,2
51,535.0,145.0,250.0,140.0,290.0,585.0,535.0,230.0,315.0,315.0,140.0,585.0,190.0,585.0,585.0,140.0,315.0,585.0,290.0,535.0,2
52,681.0,187.0,322.0,180.0,374.0,747.0,681.0,294.0,405.0,405.0,180.0,747.0,242.0,747.0,747.0,180.0,405.0,747.0,374.0,681.0,2
53,827.0,229.0,394.0,220.0,458.0,909.0,827.0,358.0,495.0,495.0,220.0,909.0,294.0,909.0,909.0,220.0,495.0,909.0,458.0,827.0,2
54,1053.3333333333333,292.6666666666667,504.6666666666667,278.6666666666667,588.0,1160.6666666666667,1053.3333333333333,457.3333333333333,633.3333333333334,633.3333333333334,278.6666666666667,1160.6666666666667,375.3333333333333,1160.6666666666667,1160.6666666666667,278.6666666666667,633.3333333333334,1160.6666666666667,588.0,1053.3333333333333,2
55,1360.0,378.0,654.0,356.0,764.0,1502.0,1360.0,592.0,820.0,820.0,356.0,1502.0,486.0,1502.0,1502.0,356.0,820.0,1502.0,764.0,1360.0,2
56,1666.6666666666665,463.33333333333337,803.3333333333333,433.33333333333337,940.0,1843.3333333333335,1666.6666666666665,726.6666666666667,1006.6666666666667,1006.6666666666667,433.33333333333337,1843.3333333333335,596.6666666666667,1843.3333333333335,1843.3333333333335,433.33333333333337,1006.6666666666667,1843.3333333333335,940.0,1666.6666666666665,2
57,1973.3333333333333,548.6666666666667,952.6666666666666,510.6666666666667,1116.0,2184.666666666667,1973.3333333333333,861.3333333333333,1193.3333333333335,1193.3333333333335,510.6666666666667,2184.666666666667,707.3333333333333,2184.666666666667,2184.666666666667,510.6666666666667,1193.3333333333335,2184.666666666667,1116.0,1973.3333333333333,2
58,2280.0,634.0,1102.0,588.0,1292.0,2526.0,2280.0,996.0,1380.0,1380.0,588.0,2526.0,818.0,2526.0,2526.0,588.0,1380.0,2526.0,1292.0,2280.0,2
59,2586.666666666667,719.3333333333333,1251.3333333333335,665.3333333333333,1468.0,2867.333333333333,2586.666666666667,1130.6666666666665,1566.6666666666667,1566.6666666666667,665.3333333333333,2867.333333333333,928.6666666666666,2867.333333333333,2867.333333333333,665.3333333333333,1566.6666666666667,2867.333333333333,1468.0,2586.666666666667,2
60,2893.333333333333,804.6666666666666,1400.6666666666665,742.6666666666667,1644.0,3208.6666666666665,2893.333333333333,1265.3333333333335,1753.3333333333333,1753.3333333333333,742.6666666666667,3208.6666666666665,1039.3333333333335,3208.6666666666665,3208.6666666666665,742.6666666666667,1753.3333333333333,3208.6666666666665,1644.0,2893.333333333333,2
61,3200.0,890.0,1550.0,820.0,1820.0,3550.0,3200.0,1400.0,1940.0,1940.0,820.0,3550.0,1150.0,3550.0,3550.0,820.0,1940.0,3550.0,1820.0,3200.0,2
62,3972.0,1090.6666666666667,1914.6666666666667,1005.3333333333334,2255.3333333333335,4412.0,3972.0,1725.3333333333333,2401.3333333333335,2401.3333333333335,1005.3333333333334,4412.0,1416.0,4412.0,4412.0,1005.3333333333334,2401.3333333333335,4412.0,2255.3333333333335,3972.0,2
63,4744.0,1291.3333333333333,2279.3333333333335,1190.6666666666667,2690.6666666666665,5274.0,4744.0,2050.6666666666665,2862.6666666666665,2862.6666666666665,1190.6666666666667,5274.0,1682.0,5274.0,5274.0,1190.6666666666667,2862.6666666666665,5274.0,2690.6666666666665,4744.0,2
64,5516.0,1492.0,2644.0,1376.0,3126.0,6136.0,5516.0,2376.0,3324.0,3324.0,1376.0,6136.0,1948.0,6136.0,6136.0,1376.0,3324.0,6136.0,3126.0,5516.0,2
65,6288.0,1692.6666666666665,3008.666666666667,1561.3333333333335,3561.333333333333,6998.0,6288.0,2701.333333333333,3785.333333333333,3785.333333333333,1561.3333333333335,6998.0,2214.0,6998.0,6998.0,1561.3333333333335,3785.333333333333,6998.0,3561.333333333333,6288.0,2
66,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,3
67,0.0,1.0,4.0,3.0,7.0,5.0,8.0,10.0,16.0,9.0,17.0,11.0,12.0,14.0,13.0,15.0,19.0,2.0,18.0,6.0,3
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
69,28.0,12.0,72.0,12.0,40.0,72.0,16.0,40.0,40.0,28.0,36.0,40.0,40.0,28.0,16.0,28.0,28.0,28.0,16.0,12.0,3
70,56.0,24.0,144.0,24.0,80.0,144.0,32.0,80.0,80.0,56.0,72.0,80.0,80.0,56.0,32.0,56.0,56.0,56.0,32.0,24.0,3
71,107.0,45.0,261.0,45.0,148.0,261.0,61.0,148.0,148.0,106.0,135.0,152.0,152.0,102.0,61.0,102.0,102.0,107.0,61.0,45.0,3
72,181.0,75.0,423.0,75.0,244.0,423.0,103.0,244.0,244.0,178.0,225.0,256.0,256.0,166.0,103.0,166.0,166.0,181.0,103.0,75.0,3
73,255.0,105.0,585.0,105.0,340.0,585.0,145.0,340.0,340.0,250.0,315.0,360.0,360.0,230.0,145.0,230.0,230.0,255.0,145.0,105.0,3
74,329.0,135.0,747.0,135.0,436.0,747.0,187.0,436.0,436.0,322.0,405.0,464.0,464.0,294.0,187.0,294.0,294.0,329.0,187.0,135.0,3
75,403.0,165.0,909.0,165.0,532.0,909.0,229.0,532.0,532.0,394.0,495.0,568.0,568.0,358.0,229.0,358.0,358.0,403.0,229.0,165.0,3
76,517.3333333333334,208.66666666666666,1160.6666666666667,208.66666666666666,685.3333333333334,1160.6666666666667,292.6666666666667,685.3333333333334,685.3333333333334,504.6666666666667,633.3333333333334,731.3333333333334,731.3333333333334,457.3333333333333,292.6666666666667,457.3333333333333,457.3333333333333,517.3333333333334,292.6666666666667,208.66666666666666,3
77,672.0,266.0,1502.0,266.0,896.0,1502.0,378.0,896.0,896.0,654.0,820.0,954.0,954.0,592.0,378.0,592.0,592.0,672.0,378.0,266.0,3
78,826.6666666666667,323.33333333333337,1843.3333333333335,323.33333333333337,1106.6666666666665,1843.3333333333335,463.33333333333337,1106.6666666666665,1106.6666666666665,803.3333333333333,1006.6666666666667,1176.6666666666665,1176.6666666666665,726.6666666666667,463.33333333333337,726.6666666666667,726.6666666666667,826.6666666666667,463.33333333333337,323.33333333333337,3
79,981.3333333333334,380.66666666666663,2184.666666666667,380.66666666666663,1317.3333333333335,2184.666666666667,548.6666666666667,1317.3333333333335,1317.3333333333335,952.6666666666666,1193.3333333333335,1399.3333333333335,1399.3333333333335,861.3333333333333,548.6666666666667,861.3333333333333,861.3333333333333,981.3333333333334,548.6666666666667,380.66666666666663,3
80,1136.0,438.0,2526.0,438.0,1528.0,2526.0,634.0,1528.0,1528.0,1102.0,1380.0,1622.0,1622.0,996.0,634.0,996.0,996.0,1136.0,634.0,438.0,3
81,1290.6666666666665,495.3333333333333,2867.333333333333,495.3333333333333,1738.6666666666667,2867.333333333333,719.3333333333333,1738.6666666666667,1738.6666666666667,1251.3333333333335,1566.6666666666667,1844.6666666666667,1844.6666666666667,1130.6666666666665,719.3333333333333,1130.6666666666665,1130.6666666666665,1290.6666666666665,719.3333333333333,495.3333333333333,3
82,1445.3333333333335,552.6666666666667,3208.6666666666665,552.6666666666667,1949.3333333333333,3208.6666666666665,804.6666666666666,1949.3333333333333,1949.3333333333333,1400.6666666666665,1753.3333333333333,2067.333333333333,2067.333333333333,1265.3333333333335,804.6666666666666,1265.3333333333335,1265.3333333333335,1445.3333333333335,804.6666666666666,552.6666666666667,3
83,1600.0,610.0,3550.0,610.0,2160.0,3550.0,890.0,2160.0,2160.0,1550.0,1940.0,2290.0,2290.0,1400.0,890.0,1400.0,1400.0,1600.0,890.0,610.0,3
84,1981.3333333333333,743.3333333333334,4412.0,743.3333333333334,2683.3333333333335,4412.0,1090.6666666666667,2683.3333333333335,2683.3333333333335,1914.6666666666667,2401.3333333333335,2845.3333333333335,2845.3333333333335,1725.3333333333333,1090.6666666666667,1725.3333333333333,1725.3333333333333,1981.3333333333333,1090.6666666666667,743.3333333333334,3
85,2362.6666666666665,876.6666666666667,5274.0,876.6666666666667,3206.666666666667,5274.0,1291.3333333333333,3206.666666666667,3206.666666666667,2279.3333333333335,2862.6666666666665,3400.666666666667,3400.666666666667,2050.6666666666665,1291.3333333333333,2050.6666666666665,2050.6666666666665,2362.6666666666665,1291.3333333333333,876.6666666666667,3
86,2744.0,1010.0,6136.0,1010.0,3730.0,6136.0,1492.0,3730.0,3730.0,2644.0,3324.0,3956.0,3956.0,2376.0,1492.0,2376.0,2376.0,2744.0,1492.0,1010.0,3
87,3125.333333333333,1143.3333333333335,6998.0,1143.3333333333335,4253.333333333334,6998.0,1692.6666666666665,4253.333333333334,4253.333333333334,3008.666666666667,3785.333333333333,4511.333333333334,4511.333333333334,2701.333333333333,1692.6666666666665,2701.333333333333,2701.333333333333,3125.333333333333,1692.6666666666665,1143.3333333333335,3
88,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,4
89,0.0,1.0,2.0,3.0,4.0,5.0,8.0,7.0,9.0,6.0,10.0,11.0,18.0,13.0,14.0,15.0,16.0,17.0,12.0,19.0,4
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
91,28.0,28.0,96.0,24.0,40.0,96.0,40.0,16.0,24.0,12.0,68.0,40.0,32.0,28.0,24.0,28.0,72.0,40.0,12.0,68.0,4
92,56.0,56.0,192.0,48.0,80.0,192.0,80.0,32.0,48.0,24.0,136.0,80.0,64.0,56.0,48.0,56.0,144.0,80.0,24.0,136.0,4
93,107.0,106.0,353.0,86.0,148.0,353.0,148.0,60.0,86.0,45.0,243.0,152.0,122.0,106.0,86.0,106.0,261.0,148.0,45.0,243.0,4
94,181.0,178.0,579.0,138.0,244.0,579.0,244.0,100.0,138.0,75.0,389.0,256.0,206.0,178.0,138.0,178.0,423.0,244.0,75.0,389.0,4
95,255.0,250.0,805.0,190.0,340.0,805.0,340.0,140.0,190.0,105.0,535.0,360.0,290.0,250.0,190.0,250.0,585.0,340.0,105.0,535.0,4
96,329.0,322.0,1031.0,242.0,436.0,1031.0,436.0,180.0,242.0,135.0,681.0,464.0,374.0,322.0,242.0,322.0,747.0,436.0,135.0,681.0,4
97,403.0,394.0,1257.0,294.0,532.0,1257.0,532.0,220.0,294.0,165.0,827.0,568.0,458.0,394.0,294.0,394.0,909.0,532.0,165.0,827.0,4
98,517.3333333333334,504.6666666666667,1612.0,375.3333333333333,685.3333333333334,1612.0,685.3333333333334,278.6666666666667,375.3333333333333,208.66666666666666,1053.3333333333333,731.3333333333334,588.0,504.6666666666667,375.3333333333333,504.6666666666667,1160.6666666666667,685.3333333333334,208.66666666666666,1053.3333333333333,4
99,672.0,654.0,2096.0,486.0,896.0,2096.0,896.0,356.0,486.0,266.0,1360.0,954.0,764.0,654.0,486.0,654.0,1502.0,896.0,266.0,1360.0,4
100,826.6666666666667,803.3333333333333,2580.0,596.6666666666667,1106.6666666666665,2580.0,1106.6666666666665,433.33333333333337,596.6666666666667,323.33333333333337,1666.6666666666665,1176.6666666666665,940.0,803.3333333333333,596.6666666666667,803.3333333333333,1843.3333333333335,1106.6666666666665,323.33333333333337,1666.6666666666665,4
101,981.3333333333334,952.6666666666666,3064.0,707.3333333333333,1317.3333333333335,3064.0,1317.3333333333335,510.6666666666667,707.3333333333333,380.66666666666663,1973.3333333333333,1399.3333333333335,1116.0,952.6666666666666,707.3333333333333,952.6666666666666,2184.666666666667,1317.3333333333335,380.66666666666663,1973.3333333333333,4
102,1136.0,1102.0,3548.0,818.0,1528.0,3548.0,1528.0,588.0,818.0,438.0,2280.0,1622.0,1292.0,1102.0,818.0,1102.0,2526.0,1528.0,438.0,2280.0,4
103,1290.6666666666665,1251.3333333333335,4032.0,928.6666666666666,1738.6666666666667,4032.0,1738.6666666666667,665.3333333333333,928.6666666666666,495.3333333333333,2586.666666666667,1844.6666666666667,1468.0,1251.3333333333335,928.6666666666666,1251.3333333333335,2867.333333333333,1738.6666666666667,495.3333333333333,2586.666666666667,4
104,1445.3333333333335,1400.6666666666665,4516.0,1039.3333333333335,1949.3333333333333,4516.0,1949.3333333333333,742.6666666666667,1039.3333333333335,552.6666666666667,2893.333333333333,2067.333333333333,1644.0,1400.6666666666665,1039.3333333333335,1400.6666666666665,3208.6666666666665,1949.3333333333333,552.6666666666667,2893.333333333333,4
105,1600.0,1550.0,5000.0,1150.0,2160.0,5000.0,2160.0,820.0,1150.0,610.0,3200.0,2290.0,1820.0,1550.0,1150.0,1550.0,3550.0,2160.0,610.0,3200.0,4
106,1981.3333333333333,1914.6666666666667,6228.666666666667,1416.0,2683.3333333333335,6228.666666666667,2683.3333333333335,1005.3333333333334,1416.0,743.3333333333334,3972.0,2845.3333333333335,2255.3333333333335,1914.6666666666667,1416.0,1914.6666666666667,4412.0,2683.3333333333335,743.3333333333334,3972.0,4
107,2362.6666666666665,2279.3333333333335,7457.333333333334,1682.0,3206.666666666667,7457.333333333334,3206.666666666667,1190.6666666666667,1682.0,876.6666666666667,4744.0,3400.666666666667,2690.6666666666665,2279.3333333333335,1682.0,2279.3333333333335,5274.0,3206.666666666667,876.6666666666667,4744.0,4
108,2744.0,2644.0,8686.0,1948.0,3730.0,8686.0,3730.0,1376.0,1948.0,1010.0,5516.0,3956.0,3126.0,2644.0,1948.0,2644.0,6136.0,3730.0,1010.0,5516.0,4
109,3125.333333333333,3008.666666666667,9914.666666666668,2214.0,4253.333333333334,9914.666666666668,4253.333333333334,1561.3333333333335,2214.0,1143.3333333333335,6288.0,4511.333333333334,3561.333333333333,3008.666666666667,2214.0,3008.666666666667,6998.0,4253.333333333334,1143.3333333333335,6288.0,4
110,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,5
111,0.0,1.0,2.0,3.0,5.0,10.0,6.0,14.0,12.0,16.0,15.0,11.0,7.0,19.0,8.0,4.0,17.0,9.0,18.0,13.0,5
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
113,28.0,24.0,32.0,24.0,32.0,40.0,68.0,40.0,28.0,96.0,28.0,96.0,24.0,36.0,12.0,12.0,36.0,28.0,28.0,16.0,5
114,56.0,48.0,64.0,48.0,64.0,80.0,136.0,80.0,56.0,192.0,56.0,192.0,48.0,72.0,24.0,24.0,72.0,56.0,56.0,32.0,5
115,106.0,86.0,122.0,86.0,120.0,148.0,243.0,148.0,102.0,353.0,106.0,353.0,86.0,135.0,45.0,45.0,135.0,107.0,102.0,60.0,5
116,178.0,138.0,206.0,138.0,200.0,244.0,389.0,244.0,166.0,579.0,178.0,579.0,138.0,225.0,75.0,75.0,225.0,181.0,166.0,100.0,5
117,250.0,190.0,290.0,190.0,280.0,340.0,535.0,340.0,230.0,805.0,250.0,805.0,190.0,315.0,105.0,105.0,315.0,255.0,230.0,140.0,5
118,322.0,242.0,374.0,242.0,360.0,436.0,681.0,436.0,294.0,1031.0,322.0,1031.0,242.0,405.0,135.0,135.0,405.0,329.0,294.0,180.0,5
119,394.0,294.0,458.0,294.0,440.0,532.0,827.0,532.0,358.0,1257.0,394.0,1257.0,294.0,495.0,165.0,165.0,495.0,403.0,358.0,220.0,5
120,504.6666666666667,375.3333333333333,588.0,375.3333333333333,564.0,685.3333333333334,1053.3333333333333,685.3333333333334,457.3333333333333,1612.0,504.6666666666667,1612.0,375.3333333333333,633.3333333333334,208.66666666666666,208.66666666666666,633.3333333333334,517.3333333333334,457.3333333333333,278.6666666666667,5
121,654.0,486.0,764.0,486.0,732.0,896.0,1360.0,896.0,592.0,2096.0,654.0,2096.0,486.0,820.0,266.0,266.0,820.0,672.0,592.0,356.0,5
122,803.3333333333333,596.6666666666667,940.0,596.6666666666667,900.0,1106.6666666666665,1666.6666666666665,1106.6666666666665,726.6666666666667,2580.0,803.3333333333333,2580.0,596.6666666666667,1006.6666666666667,323.33333333333337,323.33333333333337,1006.6666666666667,826.6666666666667,726.6666666666667,433.33333333333337,5
